prefecture,prefecture_code,fiscal_year,as_of_date,period_type,scope,data_status,source_framework,fund_balance_million_yen,average_fund_balance_million_yen,cash_deposit_million_yen,securities_million_yen,government_bonds_million_yen,local_bonds_million_yen,securities_ratio_pct,government_bond_ratio_pct,cash_deposit_ratio_pct,investment_income_million_yen,fund_investment_income_million_yen,investment_yield_pct,bond_yield_pct,deposit_yield_pct,average_maturity_years,duration_years,source_document,source_url,comparison_level,comparison_notes,notes
三重県,240001,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,118416.029,,115992.335,2423.694,,2423.694,2.046761760605906,,97.9532382393941,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
滋賀県,250007,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,94893.134,,91579.046,3145.084,,0.0,3.314343058792852,,96.50755764900757,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
京都府,260002,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,40942.949,,39742.949,1200.0,,1200.0,2.930907590462036,,97.06909240953796,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
大阪府,270008,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,492472.474,,485477.235,4996.836,,1521.832,1.0146426985886727,,98.579567515077,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
兵庫県,280003,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,122663.096,,115079.856,5301.0,,0.0,4.321593187245168,,93.81783091468684,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
奈良県,290009,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,185826.454,,141533.101,44200.0,,0.0,23.7856338796628,,76.16412946242842,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
和歌山県,300004,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,82457.827,,82457.827,0.0,,0.0,0.0,,100.0,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
鳥取県,310000,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,61466.029,,53174.327,8291.702,,8291.702,13.489893742769684,,86.51010625723032,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
島根県,320005,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,53895.939,,23640.256,30255.683,,3712.519,56.13722213838784,,43.86277786161217,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
岡山県,330001,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,109646.5,,96152.41,13494.09,,7722.338,12.30690446115471,,87.69309553884528,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
広島県,340006,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,162544.074,,161516.745,0.0,,0.0,0.0,,99.36796896083705,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
山口県,350001,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,91210.479,,91187.81,0.0,,0.0,0.0,,99.97514649605117,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
徳島県,360007,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,98148.121,,97394.347,706.514,,0.0,0.7198446519419358,,99.2320036366259,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
香川県,370002,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,82111.452,,82111.452,0.0,,0.0,0.0,,100.0,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
愛媛県,380008,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,130227.675,,128687.361,1540.314,,0.0,1.182785456317177,,98.81721454368282,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
高知県,390003,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,52859.829,,50303.998,2279.307,,0.0,4.311983302102624,,95.16488976912883,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
福岡県,400009,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,181146.901,,162777.638,18291.986,,3432.064,10.09787410053457,,89.85946604739321,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
佐賀県,410004,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,64053.631,,64002.464,0.0,,0.0,0.0,,99.9201185019472,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
長崎県,420000,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,98954.941,,43452.355,55502.586,,17210.724,56.08874649321452,,43.91125350678548,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
熊本県,430005,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,104685.53,,60336.719,44299.619,,26191.199,42.31685028484834,,57.63615945775887,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
大分県,440001,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,83893.701,,39835.182,43596.199,,0.0,51.96599801932686,,47.48292365835666,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
宮崎県,450006,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,138925.635,,90254.887,48533.237,,727.636,34.93468789975299,,64.96633036804187,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
鹿児島県,460001,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,127066.077,,108692.164,18341.222,,17257.404,14.434396994880077,,85.53987544606417,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
沖縄県,470007,2024,2025-03-31,year_end_actual,prefecture_funds,STANDARDIZED_OFFICIAL,national_standardized,168161.949,,158763.699,9398.25,,5389.717,5.588808916576009,,94.411191083424,,,,,,,,総務省 地方財政状況調査（都道府県分）・基金の状況等,https://www.e-stat.go.jp/stat-search/files?stat_infid=000040374310,STANDARDIZED,全国統一統計による年度末残高。R7以降の個別公表資料とは定義・時点が異なる。,Stage1 standardized baseline; government_bonds not separately identifiable.
北海道,10006,2025,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,令和7年度 北海道決算審査意見書・基金運用状況審査意見書（案内ページ）,https://www.pref.hokkaido.lg.jp/kj/skk/71795.html,D,R7決算審査資料は公表済みだが、本調査で必要な基金全体の債券残高・国債残高・利回りを統一的に確認できず。,決算審査等意見書の公開を確認。個別の定額運用基金審査と基金全体ポートフォリオは区別が必要。
北海道,10006,2026,,policy_only,prefecture_funds,SEARCHED_NOT_FOUND,public_data_gap,,,,,,,,,,,,,,,,,北海道監査委員 決算審査等意見書,https://www.pref.hokkaido.lg.jp/kj/skk/71795.html,D,R8年度途中の基金運用ポートフォリオ公表を確認できず。,「見つからない」を「存在しない」とは扱わない。
青森県,20001,2025,,year_end_actual,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_actual,,,,,,,,,,,,,,,,,青森県の決算について（一般会計及び特別会計）,https://www.pref.aomori.lg.jp/soshiki/suito/keiri/kessan_main.html,D,R7決算公表を確認したが、基金全体の運用商品の内訳・利回り等の比較可能な運用表は本調査では確認できず。,R7決算自体は公開済み。
青森県,20001,2026,,unknown,prefecture_funds,SEARCHED_NOT_FOUND,public_data_gap,,,,,,,,,,,,,,,,,青森県 会計管理課・決算ページ,https://www.pref.aomori.lg.jp/soshiki/suito/keiri/kessan_main.html,D,公式サイトをR7/R8、公金運用、基金運用、債券、国債等の語で検索したが、当該年度の比較可能な数値資料を確認できず。,「見つからない」を「存在しない」とは扱わない。
岩手県,30007,2025,,annual_plan,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_plan,,,,,,,,,,,,0.29,,,,,岩手県議会会議録（資金運用による歳入確保）,https://www3.pref.iwate.jp/gikai/user/www/Zenbun/page/350/1164174/1164244,D,R7見込み利回り0.29%は確認できるが、基金全体の平均残高・債券残高の確定実績は未確認。,"基金残高は答弁中「1,300億円を超える」。確定値ではないため数値列には入れていない。"
岩手県,30007,2026,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,岩手県議会会議録（資金運用による歳入確保）,https://www3.pref.iwate.jp/gikai/user/www/Zenbun/page/350/1164174/1164244,D,方針変更は確認できるがR8数値は未確認。,「見つからない」を「存在しない」とは扱わない。
宮城県,40002,2025,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,基金運用における投資表明について,https://www.pref.miyagi.jp/soshiki/kaishi/toshi-hyomei2.html,D,長期運用可能資金の一部で債券購入を行い、基金で債券を保有していることは公式確認。基金全体の債券残高・利回り等は未確認。,投資表明等の運用方針情報はある。
宮城県,40002,2026,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,宮城県 出納管理課,https://www.pref.miyagi.jp/soshiki/kaishi/index.html,D,長期運用可能基金で債券投資を行う方針は確認できるがR8数値なし。,「見つからない」を「存在しない」とは扱わない。
秋田県,50008,2025,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,行財政運営方針,https://www.pref.akita.lg.jp/uploads/public/archive_0000094309_00/%E8%A1%8C%E8%B2%A1%E6%94%BF%E9%81%8B%E5%96%B6%E6%96%B9%E9%87%9D.pdf,D,債券運用拡大の方針は確認できるが、R7基金全体の債券残高・利回り等は未確認。,「見つからない」を「存在しない」とは扱わない。
秋田県,50008,2026,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,行財政運営方針,https://www.pref.akita.lg.jp/uploads/public/archive_0000094309_00/%E8%A1%8C%E8%B2%A1%E6%94%BF%E9%81%8B%E5%96%B6%E6%96%B9%E9%87%9D.pdf,D,公式サイトをR7/R8、公金運用、基金運用、債券、国債等の語で検索したが、当該年度の比較可能な数値資料を確認できず。,「見つからない」を「存在しない」とは扱わない。
山形県,60003,2025,,year_end_actual,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_actual,,,,,,,,,,,,,,,,,財政状況の公表のページ（令和8年6月公表）,https://www.pref.yamagata.jp/020004/kensei/zaisei/kessan/zaiseijyoukyoukouhyou.html,D,基金状況の公表は確認できるが、基金全体の運用商品別残高・利回りを比較できる専用実績表は本調査では確認できず。,「見つからない」を「存在しない」とは扱わない。
山形県,60003,2026,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,山形県 公金・基金管理関係公表資料,https://www.pref.yamagata.jp/020004/kensei/zaisei/kessan/zaiseijyoukyoukouhyou.html,D,年間基金計画・長期見通し・運用商品選定等の管理枠組みは確認、R8数値は未確認。,「見つからない」を「存在しない」とは扱わない。
福島県,70009,2025,2026-03-31,annual_actual,prefecture_funds,NUMERIC_OFFICIAL,prefecture_public_actual,,560678.049315,420042.980822,140635.068493,,,25.083034490973706,,74.9169655090263,,1629.896989,0.29070105223332754,0.386,0.259,,,福島県 公金の管理・運用状況,https://www.pref.fukushima.lg.jp/sec/55015a/koukin.html,B,基金の預金・債券平均残高、各利回り、運用収入まで比較可能。年限情報は当該実績表では未確認。,基金現金は一括運用の定期預金、債券は別管理として掲載。
福島県,70009,2026,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,福島県 公金の管理・運用状況,https://www.pref.fukushima.lg.jp/sec/55015a/koukin.html,B,R7年間実績は詳細だが、R8年度途中の数値実績は本調査では確認できず。,「見つからない」を「存在しない」とは扱わない。
茨城県,80004,2025,,annual_plan,prefecture_funds,NUMERIC_OFFICIAL_PLAN,prefecture_public_plan,,261700,,,,,,,,1402,,0.536,,,,,令和8年度資金管理方針,https://www.pref.ibaraki.jp/somu/zaisei/kanri/documents/r8shikinkanrihoushin.pdf,D,R7欄は見込み値。平均残高・利回り・収入はあるが債券残高の実績値は未確認。,R7は確定実績ではなく見込み。ランキングには使用しない。
茨城県,80004,2026,,annual_plan,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_plan,,,,,,,,,,,,,,,,,令和8年度資金管理方針,https://www.pref.ibaraki.jp/somu/zaisei/kanri/documents/r8shikinkanrihoushin.pdf,D,R8方針は明確だが本調査で年度途中実績数値は未確認。,「見つからない」を「存在しない」とは扱わない。
栃木県,90000,2025,,unknown,prefecture_funds,SEARCHED_NOT_FOUND,public_data_gap,,,,,,,,,,,,,,,,,栃木県 公金運用,https://www.pref.tochigi.lg.jp/i02/koukinunyou.html,D,公式「公金運用」ページは調査時点でR6実績まで。R7実績の掲載を確認できず。,「見つからない」を「存在しない」とは扱わない。
栃木県,90000,2026,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,栃木県公金管理・運用方針,https://www.pref.tochigi.lg.jp/i02/koukinunyou.html,D,2025年7月改訂の運用方針は確認、R8数値は未確認。,「見つからない」を「存在しない」とは扱わない。
群馬県,100005,2025,,unknown,prefecture_funds,SEARCHED_NOT_FOUND,public_data_gap,,,,,,,,,,,,,,,,,群馬県 公金運用の実績,https://www.pref.gunma.jp/page/17939.html,D,"調査時点の掲載はR6実績（基金：預金146,861百万円、債券106,893百万円等）まで。R7実績は未掲載。",公式実績ページの最新掲載は令和6年度。R7実績は本調査時点で確認できず。公金管理Q&Aでは基金を預金・債券で運用すると明記。
群馬県,100005,2026,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,公金の管理・運用 Q&A,https://www.pref.gunma.jp/page/17941.html,D,現行商品範囲・運用プロセスは詳細に公表。R8数値は未確認。,「見つからない」を「存在しない」とは扱わない。
埼玉県,110001,2025,2026-03-31,annual_actual,prefecture_funds,NUMERIC_OFFICIAL,prefecture_public_actual,,1360100,476000,884100,,,65.0,,35.0,,8280.705,0.609,,,,,令和7年度第4四半期・公金の運用状況について,https://www.pref.saitama.lg.jp/documents/9675/unyoujyokyo7-4.pdf,B,基金平均残高、預金・債券構成、運用収入、利回りを直接比較可能。年限内訳は当該表では未確認。,「見つからない」を「存在しない」とは扱わない。
埼玉県,110001,2026,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,埼玉県 公金運用状況,https://www.pref.saitama.lg.jp/a1201/koukinkanri.html,B,R7詳細実績あり。R8年度途中の基金全体数値は本調査では未確認。,「見つからない」を「存在しない」とは扱わない。
千葉県,120006,2025,2026-03-31,annual_actual,prefecture_funds,NUMERIC_OFFICIAL,prefecture_public_actual,,1254300,500500,753800,,,60.1,,39.9,,6049.462,0.482,,,,,令和7年度公金運用状況,https://www.pref.chiba.lg.jp/suitou/unyou/joukyou202603.html,B,基金平均残高、預金・債券構成、運用収入、利回りを比較可能。債券は国債・地方債等と記載。,国債単独残高は当該公表では分離されていない。
千葉県,120006,2026,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,千葉県 公金管理,https://www.pref.chiba.lg.jp/suitou/koukinkanri.html,B,対象商品・運用方針は公表。R8年度途中の基金全体数値は未確認。,「見つからない」を「存在しない」とは扱わない。
東京都,130001,2025,2026-03-31,annual_actual,prefecture_funds,NUMERIC_OFFICIAL,prefecture_public_actual,,3792100,,,,,,,,,20973.5,0.553,,,,,令和7年度公金管理実績（年間及び第4四半期）,https://www.metro.tokyo.lg.jp/information/press/2026/05/2026052909,A,基金平均残高、運用収入、利回りを比較可能。最終実績ページでは本調査用の国債単独残高を確認できず。,「見つからない」を「存在しない」とは扱わない。
東京都,130001,2026,,annual_plan,prefecture_funds,NUMERIC_OFFICIAL_PLAN,prefecture_public_plan,,3480000,2000000,1480000,488400.0,370000.0,43.0,14.034482758620689,57.0,,,,,,,,令和8年度公金管理計画,https://www.metro.tokyo.lg.jp/information/press/2026/03/2026033034,A,計画値だが、基金平均残高、預金・債券構成、年限区分まで公表。実績とは分離して扱う。,R8年度想定。実績ランキングには使用しない。 債券種別金額は計画表の構成比から計算した概算。
神奈川県,140007,2025,,unknown,prefecture_funds,SEARCHED_NOT_FOUND,public_data_gap,,,,,,,,,,,,,,,,,神奈川県 公金管理運用実績,https://www.pref.kanagawa.jp/docs/f8r/cnt/f618/r01-koukin.html,D,調査時点で確認できた詳細実績はR6まで。R7年間実績は検索で確認できず。,"R6は基金平均残高13,061億円、債券7,478億円、利回り0.686%、運用収入89億5,701万円だがStage2数値には転記しない。"
神奈川県,140007,2026,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,神奈川県 公金管理方針・運用実績ページ,https://www.pref.kanagawa.jp/docs/f8r/cnt/f618/r01-koukin.html,D,長期資金を国債・政府保証債・地方債等で運用し満期分散する方針は確認。R8数値は未確認。,「見つからない」を「存在しない」とは扱わない。
新潟県,150002,2025,2026-03-31,annual_actual,prefecture_funds,NUMERIC_OFFICIAL,prefecture_public_actual,,,,,,,,,,,1905.117433,,,,,,令和7年度公金運用状況,https://www.pref.niigata.lg.jp/site/suitou/reiwa7nendokoukinunyoujyoukyou.html,D,基金運用収入は確認できるが、本調査で基金全体平均残高・債券残高・利回りの統一表は抽出できず。,預金及び国債等により一括運用。
新潟県,150002,2026,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,新潟県 公金運用,https://www.pref.niigata.lg.jp/site/suitou/reiwa7nendokoukinunyoujyoukyou.html,D,R7実績は公表済み。R8年度途中の統一数値は未確認。,「見つからない」を「存在しない」とは扱わない。
富山県,160008,2025,,year_end_actual,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_actual,,,,,,,,,,,,,,,,,令和7年度富山県歳入歳出決算及び基金の運用状況審査意見書／基金運用関係答弁,https://www.pref.toyama.jp/200/r7ikensho.html,D,R7決算審査意見書は公開済み。債券対象拡大・年限検討は確認したが、基金全体の統一運用表は本調査では未抽出。,「見つからない」を「存在しない」とは扱わない。
富山県,160008,2026,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,富山県 公金運用関係資料,https://www.pref.toyama.jp/200/r7ikensho.html,D,公式サイトをR7/R8、公金運用、基金運用、債券、国債等の語で検索したが、当該年度の比較可能な数値資料を確認できず。,「見つからない」を「存在しない」とは扱わない。
石川県,170003,2025,2026-03-31,annual_actual,prefecture_funds,NUMERIC_OFFICIAL,prefecture_public_actual,,167400,,,,,,,,,421.66,0.252,,,,,基金の運用状況,https://www.pref.ishikawa.lg.jp/zaisei/data/koukinunyou/h28kikinunyou.html,D,基金平均運用額、運用収入、平均利回りを比較可能。商品は譲渡性預金・大口定期・債券だが当該集計で債券残高を分離確認できず。,債券残高が無いためB判定は利回り中心の部分比較。厳密な債券比率比較ではC相当。
石川県,170003,2026,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,石川県 公金運用実績ページ,https://www.pref.ishikawa.lg.jp/zaisei/data/koukinunyou/h28kikinunyou.html,D,R7年間実績は公表。R8年度途中数値は未確認。,「見つからない」を「存在しない」とは扱わない。
福井県,180009,2025,2026-03-31,annual_actual,prefecture_funds,NUMERIC_OFFICIAL,prefecture_public_actual,,160224,,,,,,,,,529.37,0.3303936988216497,,,,,資金運用について,https://www.pref.fukui.lg.jp/doc/shinsa/shikin.html,D,平均基金残高と利息収入は公表。利回りは同じ定義の分母・分子からPython計算。債券残高は当該公表から分離できず。,「見つからない」を「存在しない」とは扱わない。
福井県,180009,2026,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,福井県 資金運用について,https://www.pref.fukui.lg.jp/doc/shinsa/shikin.html,D,基金条例上、預金・国債・地方債・政府保証証券等で運用可能。R8途中数値は未確認。,「見つからない」を「存在しない」とは扱わない。
山梨県,190004,2025,,unknown,prefecture_funds,SEARCHED_NOT_FOUND,public_data_gap,,,,,,,,,,,,,,,,,山梨県 公金運用実績について,https://www.pref.yamanashi.jp/sui-kai/koukinunyou20.html,E,R7の基金全体について債券残高・国債残高・利回りを比較可能な公式資料を本調査では確認できず。,公式ページは2026-05-28更新だが掲載実績は令和6年度まで。R7/R8についてはSEARCHED_NOT_FOUNDを維持。
山梨県,190004,2026,,unknown,prefecture_funds,SEARCHED_NOT_FOUND,public_data_gap,,,,,,,,,,,,,,,,,山梨県 公金運用実績について,https://www.pref.yamanashi.jp/sui-kai/koukinunyou20.html,E,R8年度途中の比較可能数値を確認できず。,公式ページは2026-05-28更新だが掲載実績は令和6年度まで。R7/R8についてはSEARCHED_NOT_FOUNDを維持。
長野県,200000,2025,,year_end_actual,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_actual,,,,,,,,,,,,,,,,,令和7年度長野県歳入歳出決算等 審査意見書,https://www.pref.nagano.lg.jp/kansa/kensei/kansa/kekka/kekka.html,D,R7決算審査意見書は公表済みだが、基金全体の運用商品別残高・利回りの横断集計は本調査では確認できず。,基本方針では長期資金は国債・地方債等で運用し原則満期保有。
長野県,200000,2026,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,長野県公金管理基本方針,https://www.pref.nagano.lg.jp/kaikei/kensei/soshiki/soshiki/kencho/kaikei/hoshin.html,D,国債・地方債等、満期保有、適正運用期間等の方針を確認。R8数値は未確認。,「見つからない」を「存在しない」とは扱わない。
岐阜県,210005,2025,,unknown,prefecture_funds,SEARCHED_NOT_FOUND,public_data_gap,,,,,,,,,,,,,,,,,岐阜県 出納管理課 公金運用情報,https://www.pref.gifu.lg.jp/soshiki/11113/index.html,D,運用実績ページへの導線はあるが、本調査でR7年間実績の数値を確認できず。,「見つからない」を「存在しない」とは扱わない。
岐阜県,210005,2026,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,公金の運用方針,https://www.pref.gifu.lg.jp/page/23266.html,D,国債・政府保証債・地方債等、満期保有、分散運用、基金所管課との期間調整を明記。R8数値未確認。,「見つからない」を「存在しない」とは扱わない。
